grant_id,employee_id,system_id,access_level,request_ticket,date_granted,approver_id,access_end_date
G200387,E10987,LSP,Standard User,RITM101884,2014-09-08,E10357,
G200388,E10830,GL01,Standard User,RITM101587,2014-09-23,E10317,
G200389,E10830,LSP,Read Only,RITM101588,2014-09-23,E10059,
G200390,E10013,TMS,Superuser,RITM102379,2014-10-06,E10141,2025-04-10
G200391,E10153,FCR,Standard User,RITM100280,2014-10-06,E10648,
G200392,E10802,LSP,Standard User,RITM101526,2014-10-06,E10102,
G200393,E10802,TMS,Standard User,RITM101527,2014-10-06,E11032,
G200394,E10153,GL01,Power User,RITM100281,2014-10-07,E10197,
G200395,E10484,TMS,Standard User,RITM100908,2014-10-15,E10966,
G200396,E10484,FCR,Standard User,RITM100909,2014-10-15,E10357,
G200397,E10484,GL01,Power User,RITM100907,2014-10-17,E10664,
G200398,E10593,FCR,Read Only,RITM101112,2014-10-21,E10644,
G200399,E10593,LSP,Read Only,RITM101113,2014-10-21,E10764,
G200400,E11030,LSP,Standard User,RITM101965,2014-10-21,E10100,2025-07-31
G200401,E11024,GL01,Standard User,RITM101954,2014-10-22,E10380,2025-12-01
G200402,E11024,LSP,Standard User,RITM101955,2014-10-24,E10966,2025-02-20
G200403,E10454,GL01,Read Only,RITM100845,2014-10-27,E11111,
G200404,E10454,FCR,Read Only,RITM100844,2014-10-29,E10587,
G200405,E10245,TMS,Read Only,RITM100458,2014-10-31,E10981,
G200406,E10625,GL01,Standard User,RITM101176,2014-11-04,E10246,
G200407,E10942,FCR,Standard User,RITM101809,2014-11-05,E10323,
G200408,E10625,LSP,Power User,RITM101175,2014-11-06,E10069,
G200409,E10942,LSP,Read Only,RITM101810,2014-11-10,E10791,
G200410,E10852,FCR,Power User,RITM101624,2014-11-17,E11003,
G200411,E10255,TMS,Standard User,RITM100476,2014-11-20,E10107,
G200412,E10735,TMS,Read Only,RITM101391,2014-11-21,E10745,
G200413,E10735,LSP,Standard User,RITM101392,2014-11-21,E10885,
G200414,E10921,LSP,Read Only,RITM101770,2014-12-02,E10867,
G200415,E11207,TMS,Power User,RITM102284,2014-12-04,E10603,
G200416,E10990,TMS,Read Only,RITM101892,2014-12-08,E10323,
G200417,E10274,LSP,Standard User,RITM100506,2014-12-11,E10107,
G200418,E10990,FCR,Standard User,RITM101891,2014-12-11,E10069,
G200419,E10201,TMS,Read Only,RITM100372,2014-12-16,E10449,
G200420,E10366,LSP,Read Only,RITM100668,2014-12-19,E10044,
G200421,E10129,GL01,Power User,RITM100237,2014-12-23,E10197,2025-03-28
G200422,E10372,GL01,Read Only,RITM100678,2014-12-23,E10981,
G200423,E11179,GL01,Standard User,RITM102234,2014-12-23,E10323,
G200424,E10129,LSP,Read Only,RITM100238,2014-12-24,E10059,2025-09-18
G200425,E11179,FCR,Standard User,RITM102233,2014-12-24,E10664,
G200426,E10372,LSP,Standard User,RITM100679,2014-12-26,E11223,
G200427,E10739,FCR,Read Only,RITM101400,2014-12-26,E10867,
G200428,E10240,TMS,Read Only,RITM100449,2014-12-29,E10034,
G200429,E10997,LSP,Read Only,RITM101905,2014-12-29,E10682,2025-12-09
G200430,E10240,GL01,Standard User,RITM100450,2014-12-30,E11111,
G200431,E10997,GL01,Read Only,RITM101903,2014-12-30,E10664,2025-12-09
G200432,E10997,FCR,Standard User,RITM101904,2014-12-30,E10171,2025-12-09
G200433,E10470,FCR,Standard User,RITM100879,2014-12-31,E10603,
G200434,E10470,GL01,Standard User,RITM100878,2015-01-01,E10221,
G200435,E10339,FCR,Read Only,RITM100619,2015-01-02,E10683,2025-09-15
G200436,E10644,LSP,Standard User,RITM101209,2015-01-05,E10197,
G200437,E10698,LSP,Standard User,RITM101326,2015-01-06,E10106,2025-05-29
G200438,E10662,TMS,Power User,RITM101252,2015-01-07,E10304,
G200439,E10511,LSP,Standard User,RITM100959,2015-01-08,E11032,
G200440,E10662,GL01,Standard User,RITM101251,2015-01-09,E10221,
G200441,E10528,GL01,Power User,RITM100988,2015-01-12,E10187,
G200442,E10528,LSP,Standard User,RITM100989,2015-01-12,E11082,
G200443,E11230,FCR,Standard User,RITM102329,2015-01-14,E10587,
G200444,E10284,GL01,Read Only,RITM100524,2015-01-16,E10752,
G200445,E11230,LSP,Standard User,RITM102330,2015-01-16,E10304,
G200446,E10284,FCR,Standard User,RITM100523,2015-01-19,E10752,
G200447,E10284,LSP,Read Only,RITM100522,2015-01-20,E10323,
G200448,E10947,GL01,Standard User,RITM101819,2015-01-20,E10716,
G200449,E11146,TMS,Standard User,RITM102171,2015-01-23,E10371,
G200450,E10098,FCR,Read Only,RITM100174,2015-01-27,E10197,
G200451,E11167,LSP,Read Only,RITM102209,2015-01-27,E11003,
G200452,E10491,FCR,Power User,RITM100926,2015-02-06,E10841,
G200453,E10331,FCR,Standard User,RITM100601,2015-02-09,E10934,2025-04-08
G200454,E10331,TMS,Power User,RITM100600,2015-02-11,E10357,2025-04-09
G200455,E10331,GL01,Read Only,RITM100602,2015-02-11,E10034,2025-04-10
G200456,E11229,GL01,Standard User,RITM102327,2015-02-16,E11136,
G200457,E11229,TMS,Standard User,RITM102328,2015-02-17,E10221,
G200458,E10679,TMS,Standard User,RITM101285,2015-02-26,E10650,2025-05-28
G200459,E10679,FCR,Standard User,RITM101286,2015-02-26,E10348,2025-05-21
G200460,E11009,GL01,Standard User,RITM101930,2015-02-26,E10603,
G200461,E10679,GL01,Read Only,RITM101287,2015-02-27,E10587,2025-05-23
G200462,E10871,GL01,Standard User,RITM101659,2015-02-27,E10587,
G200463,E11009,TMS,Standard User,RITM101929,2015-02-27,E10317,2025-01-07
G200464,E11200,LSP,Standard User,RITM102274,2015-03-04,E10752,2025-08-27
G200465,E10075,GL01,Standard User,RITM100125,2015-03-06,E11043,
G200466,E10709,GL01,Standard User,RITM101343,2015-03-06,E10882,
G200467,E10860,LSP,Standard User,RITM101638,2015-03-10,E10449,
G200468,E11157,LSP,Power User,RITM102189,2015-03-16,E10603,2025-02-26
G200469,E10298,LSP,Standard User,RITM100549,2015-03-17,E10981,2025-12-15
G200470,E10323,GL01,Standard User,RITM100591,2015-04-02,E10934,2025-05-14
G200471,E10834,FCR,Standard User,RITM101594,2015-04-13,E11082,
G200472,E10834,GL01,Standard User,RITM101595,2015-04-13,E10122,
G200473,E10834,TMS,Standard User,RITM101596,2015-04-13,E10102,
G200474,E11109,LSP,Standard User,RITM102105,2015-04-14,E10966,
G200475,E11109,TMS,Standard User,RITM102104,2015-04-17,E10122,
G200476,E10473,TMS,Read Only,RITM100885,2015-04-30,E10965,
G200477,E10473,FCR,Read Only,RITM100884,2015-05-01,E11136,
G200478,E10473,GL01,Standard User,RITM100886,2015-05-05,E10179,
G200479,E11214,LSP,Power User,RITM102297,2015-05-08,E10122,
G200480,E10252,GL01,Standard User,RITM100470,2015-05-12,E11138,
G200481,E10337,FCR,Standard User,RITM100615,2015-05-15,E10831,
G200482,E10337,LSP,Power User,RITM100614,2015-05-19,E10603,
G200483,E10666,GL01,Read Only,RITM101259,2015-05-20,E10102,2025-09-10
G200484,E10666,LSP,Standard User,RITM101260,2015-05-20,E10246,
G200485,E10624,FCR,Power User,RITM101172,2015-05-21,E10831,2025-03-10
G200486,E10624,TMS,Standard User,RITM101173,2015-05-21,E10764,2025-03-10
G200487,E10666,FCR,Read Only,RITM101261,2015-05-21,E10187,
G200488,E10199,LSP,Standard User,RITM100369,2015-05-25,E10575,
G200489,E10377,LSP,Standard User,RITM100687,2015-05-25,E10179,
G200490,E11048,TMS,Standard User,RITM101997,2015-06-05,E10764,2025-08-12
G200491,E11048,FCR,Standard User,RITM101996,2015-06-08,E11223,
G200492,E10318,GL01,Power User,RITM100582,2015-06-16,E10146,
G200493,E10318,TMS,Power User,RITM100583,2015-06-19,E10323,
G200494,E11104,LSP,Standard User,RITM102095,2015-06-25,E10122,
G200495,E10365,GL01,Read Only,RITM100666,2015-06-29,E11111,
G200496,E10365,LSP,Read Only,RITM100667,2015-06-30,E10102,
G200497,E10847,FCR,Database Administrator,RITM102611,2015-07-09,E10141,
G200498,E10940,LSP,Power User,RITM101807,2015-07-10,E11231,
G200499,E10972,GL01,Read Only,RITM101864,2015-07-10,E10764,
G200500,E10155,FCR,Read Only,RITM100288,2015-07-13,E10882,
G200501,E10155,GL01,Standard User,RITM100286,2015-07-14,E10034,
G200502,E10155,TMS,Standard User,RITM100287,2015-07-16,E11111,
G200503,E10613,LSP,Power User,RITM101152,2015-07-16,E10146,
G200504,E11057,FCR,Power User,RITM102008,2015-07-22,E10716,
G200505,E11248,TMS,Standard User,RITM102371,2015-07-27,E10867,
G200506,E11248,GL01,Standard User,RITM102372,2015-07-27,E10648,
G200507,E10196,LSP,Read Only,RITM100362,2015-07-31,E10357,2025-01-14
G200508,E10276,LSP,Power User,RITM100509,2015-07-31,E10682,2025-09-22
G200509,E10525,GL01,Standard User,RITM100984,2015-08-11,E10683,
G200510,E10364,GL01,Standard User,RITM100663,2015-08-18,E10246,
G200511,E10364,LSP,Power User,RITM100664,2015-08-19,E10885,
G200512,E10867,GL01,Standard User,RITM101652,2015-08-26,E10791,
G200513,E10752,LSP,Power User,RITM101428,2015-08-27,E11138,
G200514,E11023,LSP,Standard User,RITM101952,2015-08-31,E10791,2025-02-18
G200515,E10856,GL01,Standard User,RITM101629,2015-09-11,E10644,2025-04-02
G200516,E10856,TMS,Standard User,RITM101631,2015-09-11,E11231,2025-03-10
G200517,E10856,FCR,Standard User,RITM101630,2015-09-15,E10044,2025-03-06
G200518,E10636,FCR,Standard User,RITM101192,2015-09-16,E10764,
G200519,E10099,LSP,Standard User,RITM100175,2015-09-22,E11138,
G200520,E10143,LSP,Power User,RITM100260,2015-09-24,E11082,
G200521,E10410,LSP,Read Only,RITM100752,2015-10-05,E10044,
G200522,E10410,FCR,Read Only,RITM100751,2015-10-06,E10083,
G200523,E10410,TMS,Read Only,RITM100753,2015-10-06,E10323,
G200524,E10023,TMS,Power User,RITM100037,2015-10-08,E10867,
G200525,E10614,FCR,Standard User,RITM101153,2015-10-14,E10246,
G200526,E10614,TMS,Power User,RITM101154,2015-10-15,E10542,
G200527,E10883,FCR,Standard User,RITM101688,2015-10-20,E11003,
G200528,E10883,GL01,Standard User,RITM101689,2015-10-20,E10371,
G200529,E10883,LSP,Read Only,RITM101690,2015-10-21,E10146,
G200530,E10879,LSP,Power User,RITM101678,2015-10-28,E10246,
G200531,E11099,GL01,Power User,RITM102084,2015-10-29,E11082,
G200532,E11150,GL01,Standard User,RITM102177,2015-10-29,E10867,
G200533,E11150,TMS,Standard User,RITM102178,2015-10-29,E10059,
G200534,E10267,LSP,Power User,RITM100497,2015-11-03,E10083,
G200535,E11247,LSP,Standard User,RITM102369,2015-11-04,E10867,2025-03-24
G200536,E10267,GL01,Standard User,RITM100496,2015-11-06,E10102,2025-09-18
G200537,E11137,LSP,Read Only,RITM102149,2015-11-10,E10102,2025-09-19
G200538,E10408,TMS,Standard User,RITM100747,2015-11-17,E10083,2025-08-18
G200539,E11020,LSP,Standard User,RITM101947,2015-11-19,E10357,
G200540,E10922,TMS,Read Only,RITM101772,2015-11-24,E10146,
G200541,E10111,FCR,Power User,RITM100199,2015-11-25,E11223,
G200542,E10922,GL01,Power User,RITM101773,2015-11-25,E10603,
G200543,E10111,GL01,Read Only,RITM100200,2015-11-26,E10246,
G200544,E10475,FCR,Standard User,RITM100889,2015-11-27,E10867,
G200545,E10922,FCR,Standard User,RITM101771,2015-11-27,E10885,
G200546,E11216,GL01,Standard User,RITM102301,2015-12-07,E10246,
G200547,E11216,TMS,Standard User,RITM102302,2015-12-08,E11003,
G200548,E11006,GL01,Power User,RITM101924,2015-12-10,E10102,
G200549,E10355,GL01,Standard User,RITM100644,2015-12-11,E10575,
G200550,E11221,LSP,Read Only,RITM102308,2015-12-11,E11043,
G200551,E11006,FCR,Standard User,RITM101923,2015-12-15,E10288,
G200552,E10321,LSP,Standard User,RITM100587,2015-12-18,E10764,
G200553,E10459,FCR,Standard User,RITM100851,2015-12-18,E10542,2025-08-07
G200554,E11132,LSP,Standard User,RITM102139,2015-12-18,E10968,2025-02-21
G200555,E10459,GL01,Standard User,RITM100852,2015-12-21,E11231,
G200556,E10941,FCR,Standard User,RITM101808,2015-12-23,E10867,2025-01-06
G200557,E10685,TMS,Standard User,RITM101298,2015-12-25,E10371,2025-01-21
G200558,E10685,GL01,Standard User,RITM101299,2015-12-25,E10323,2025-01-16
G200559,E10295,FCR,Standard User,RITM100543,2015-12-28,E10841,
G200560,E10295,TMS,Read Only,RITM100542,2015-12-30,E10017,
G200561,E10295,GL01,Read Only,RITM100544,2015-12-30,E10317,
G200562,E10097,LSP,Standard User,RITM100173,2016-01-05,E10371,
G200563,E10039,FCR,Standard User,RITM100063,2016-01-06,E11082,2025-07-18
G200564,E10151,TMS,Read Only,RITM100277,2016-01-06,E10841,
G200565,E10039,TMS,Standard User,RITM100064,2016-01-08,E10171,2025-07-21
G200566,E10039,GL01,Read Only,RITM100065,2016-01-08,E10981,2025-07-21
G200567,E10538,LSP,Read Only,RITM101008,2016-01-15,E10968,2025-10-07
G200568,E10538,FCR,Standard User,RITM101009,2016-01-15,E11138,2025-10-07
G200569,E10720,LSP,Standard User,RITM101360,2016-01-15,E10187,
G200570,E10538,GL01,Read Only,RITM101007,2016-01-19,E10575,2025-10-08
G200571,E10799,GL01,Read Only,RITM101521,2016-01-28,E10059,
G200572,E11163,LSP,Standard User,RITM102202,2016-01-28,E11111,
G200573,E10265,FCR,Standard User,RITM100494,2016-02-03,E11231,
G200574,E10652,GL01,Standard User,RITM101226,2016-02-09,E10083,
G200575,E10048,GL01,Read Only,RITM100081,2016-02-25,E10841,
G200576,E10465,TMS,Power User,RITM100868,2016-02-26,E11111,
G200577,E10465,FCR,Power User,RITM100867,2016-02-29,E10171,
G200578,E10161,LSP,Read Only,RITM100298,2016-03-01,E10179,
G200579,E10465,GL01,Read Only,RITM100866,2016-03-02,E10449,
G200580,E10382,GL01,Standard User,RITM100697,2016-03-04,E10773,
G200581,E10382,LSP,Standard User,RITM100698,2016-03-07,E10044,
G200582,E10719,FCR,Read Only,RITM101359,2016-03-10,E10716,2025-04-04
G200583,E10974,TMS,Read Only,RITM101867,2016-03-15,E11082,
G200584,E10974,GL01,Standard User,RITM101868,2016-03-15,E10648,
G200585,E10250,TMS,Standard User,RITM100466,2016-03-18,E10371,
G200586,E10457,GL01,Standard User,RITM100849,2016-04-04,E11003,
G200587,E10973,LSP,Power User,RITM101866,2016-04-05,E10348,2025-10-31
G200588,E10457,FCR,Power User,RITM100848,2016-04-06,E10716,
G200589,E10450,GL01,Standard User,RITM100833,2016-04-07,E10069,
G200590,E10450,LSP,Standard User,RITM100834,2016-04-07,E10575,
G200591,E10450,FCR,Standard User,RITM100835,2016-04-07,E10934,
G200592,E11011,TMS,Read Only,RITM101932,2016-04-08,E10575,2025-11-26
G200593,E10387,LSP,Standard User,RITM100704,2016-04-12,E10650,
G200594,E10230,GL01,Standard User,RITM100433,2016-04-13,E11082,2025-09-17
G200595,E10783,LSP,Standard User,RITM101492,2016-04-13,E10106,2025-06-13
G200596,E10690,GL01,Standard User,RITM101314,2016-04-14,E11003,
G200597,E10783,GL01,Standard User,RITM101491,2016-04-15,E10575,2025-06-09
G200598,E11096,FCR,Standard User,RITM102079,2016-04-15,E11003,
G200599,E10690,LSP,Read Only,RITM101315,2016-04-18,E10867,
G200600,E10690,TMS,Power User,RITM101313,2016-04-19,E10603,
G200601,E11096,GL01,Read Only,RITM102078,2016-04-20,E10380,
G200602,E10757,TMS,Standard User,RITM101438,2016-04-25,E10682,
G200603,E10426,FCR,Standard User,RITM100782,2016-04-26,E10764,2025-10-31
G200604,E10426,TMS,Power User,RITM100783,2016-04-26,E11136,2025-11-06
G200605,E10426,LSP,Power User,RITM100781,2016-04-27,E10317,2025-11-03
G200606,E10757,GL01,Standard User,RITM101437,2016-04-27,E10575,
G200607,E10757,LSP,Read Only,RITM101439,2016-04-27,E10289,2025-02-25
G200608,E10772,GL01,Power User,RITM101465,2016-04-27,E10083,
G200609,E10772,FCR,Standard User,RITM101466,2016-04-28,E11138,
G200610,E10772,TMS,Standard User,RITM101467,2016-04-29,E11069,
G200611,E10411,LSP,Standard User,RITM100755,2016-05-02,E10246,
G200612,E10271,TMS,Standard User,RITM100502,2016-05-03,E11138,2025-03-21
G200613,E10271,GL01,Standard User,RITM100503,2016-05-03,E10069,2025-03-05
G200614,E10603,GL01,Standard User,RITM101132,2016-05-03,E10323,
G200615,E10603,LSP,Standard User,RITM101131,2016-05-04,E10885,
G200616,E10526,LSP,Standard User,RITM100985,2016-05-16,E10179,
G200617,E10202,TMS,Standard User,RITM100373,2016-05-18,E11032,
G200618,E10611,GL01,Standard User,RITM101149,2016-05-24,E10323,
G200619,E11004,GL01,Standard User,RITM101918,2016-05-24,E10034,
G200620,E10535,LSP,Standard User,RITM101000,2016-05-26,E10348,2025-05-09
G200621,E10611,LSP,Read Only,RITM101150,2016-05-27,E10348,
G200622,E10767,LSP,Read Only,RITM101456,2016-05-31,E10059,2025-11-10
G200623,E10348,LSP,Read Only,RITM100631,2016-06-02,E10831,
G200624,E10767,GL01,Standard User,RITM101457,2016-06-02,E10106,2025-10-29
G200625,E10805,GL01,Read Only,RITM101533,2016-06-06,E10034,
G200626,E11007,FCR,Standard User,RITM101925,2016-06-15,E10187,
G200627,E11007,GL01,Power User,RITM101926,2016-06-15,E10348,
G200628,E10062,LSP,Read Only,RITM100104,2016-06-17,E10716,
G200629,E11134,GL01,Standard User,RITM102144,2016-06-20,E11016,
G200630,E11134,FCR,Read Only,RITM102143,2016-06-21,E10542,
G200631,E11134,TMS,Standard User,RITM102145,2016-06-22,E10587,
G200632,E10970,LSP,Standard User,RITM101860,2016-06-24,E10867,
G200633,E10409,LSP,Power User,RITM100749,2016-06-28,E10716,
G200634,E10182,GL01,Power User,RITM100337,2016-06-29,E10542,
G200635,E10409,FCR,Read Only,RITM100748,2016-06-29,E10587,
G200636,E10409,GL01,Standard User,RITM100750,2016-06-30,E10187,
G200637,E10067,LSP,Read Only,RITM100113,2016-07-01,E10966,
G200638,E10673,TMS,Read Only,RITM101273,2016-07-14,E10197,
G200639,E10673,FCR,Standard User,RITM101271,2016-07-15,E10304,
G200640,E10903,LSP,Power User,RITM101730,2016-07-18,E10603,
G200641,E10673,GL01,Standard User,RITM101272,2016-07-19,E10644,
G200642,E10903,GL01,Standard User,RITM101731,2016-07-19,E10106,
G200643,E10674,GL01,Standard User,RITM101274,2016-07-26,E11043,2025-02-07
G200644,E10674,LSP,Power User,RITM101275,2016-07-28,E10380,2025-02-14
G200645,E10687,GL01,Standard User,RITM101304,2016-07-28,E10773,2025-06-16
G200646,E10687,FCR,Read Only,RITM101305,2016-07-28,E10575,2025-06-13
G200647,E10416,LSP,Read Only,RITM100763,2016-07-29,E10100,
G200648,E10687,TMS,Standard User,RITM101306,2016-08-02,E10773,2025-06-13
G200649,E10343,FCR,Read Only,RITM100624,2016-08-04,E10246,2025-03-17
G200650,E10844,GL01,Standard User,RITM101609,2016-08-08,E10122,
G200651,E10669,FCR,Read Only,RITM101265,2016-08-10,E10187,2025-12-08
G200652,E10091,TMS,Standard User,RITM100158,2016-08-16,E11032,
G200653,E10309,LSP,Read Only,RITM100565,2016-08-16,E10323,
G200654,E10091,GL01,Standard User,RITM100159,2016-08-17,E10187,
G200655,E10455,LSP,Standard User,RITM100846,2016-08-18,E11069,
G200656,E10994,LSP,Read Only,RITM101899,2016-08-19,E10966,
G200657,E10661,FCR,Standard User,RITM101250,2016-08-22,E10059,2025-02-18
G200658,E10602,FCR,Read Only,RITM101129,2016-08-24,E10187,
G200659,E10661,GL01,Standard User,RITM101249,2016-08-24,E10648,2025-02-18
G200660,E11135,LSP,Standard User,RITM102146,2016-08-24,E10380,
G200661,E10602,GL01,Standard User,RITM101130,2016-08-25,E10146,
G200662,E10243,GL01,Standard User,RITM100456,2016-08-26,E10885,2025-06-13
G200663,E10219,GL01,Standard User,RITM100412,2016-08-30,E10542,
G200664,E10219,TMS,Standard User,RITM100413,2016-08-31,E10981,
G200665,E10926,LSP,Power User,RITM101780,2016-08-31,E10200,
G200666,E10926,GL01,Standard User,RITM101781,2016-08-31,E11138,
G200667,E10926,TMS,Standard User,RITM101782,2016-08-31,E10100,
G200668,E10159,LSP,Read Only,RITM100293,2016-09-07,E10981,
G200669,E10732,LSP,Read Only,RITM101386,2016-09-09,E10648,
G200670,E10352,FCR,Standard User,RITM100638,2016-09-13,E11082,2025-07-07
G200671,E10732,FCR,Standard User,RITM101385,2016-09-13,E10752,
G200672,E10315,GL01,Standard User,RITM100579,2016-09-14,E10664,
G200673,E10732,GL01,Standard User,RITM101384,2016-09-14,E10449,
G200674,E11068,LSP,Read Only,RITM102027,2016-09-14,E10682,
G200675,E10315,FCR,Read Only,RITM100578,2016-09-15,E10644,
G200676,E10315,TMS,Standard User,RITM100577,2016-09-16,E10171,
G200677,E10347,LSP,Standard User,RITM100630,2016-10-03,E10449,
G200678,E10071,LSP,Standard User,RITM100120,2016-10-06,E10348,
G200679,E10071,GL01,Standard User,RITM100119,2016-10-07,E11003,
G200680,E10152,GL01,Read Only,RITM100278,2016-10-13,E10083,
G200681,E10996,LSP,Standard User,RITM101902,2016-10-13,E10682,
G200682,E10152,LSP,Standard User,RITM100279,2016-10-14,E10885,
G200683,E11204,LSP,Standard User,RITM102279,2016-10-19,E10449,
G200684,E11227,FCR,Standard User,RITM102322,2016-10-19,E11111,
G200685,E10515,GL01,Read Only,RITM100965,2016-10-24,E10348,
G200686,E10707,LSP,Read Only,RITM101340,2016-10-24,E10981,
G200687,E11227,GL01,Standard User,RITM102321,2016-10-24,E10044,
G200688,E11227,TMS,Standard User,RITM102323,2016-10-24,E10380,
G200689,E10934,LSP,Standard User,RITM101795,2016-10-25,E10581,
G200690,E10223,LSP,Standard User,RITM100419,2016-10-28,E11138,
G200691,E10156,LSP,Standard User,RITM100289,2016-11-07,E10187,
G200692,E10773,LSP,Standard User,RITM101470,2016-11-07,E10171,
G200693,E10773,GL01,Power User,RITM101469,2016-11-08,E10171,2025-01-09
G200694,E11130,GL01,Standard User,RITM102135,2016-11-10,E10017,
G200695,E11130,TMS,Read Only,RITM102134,2016-11-11,E10587,
G200696,E11130,FCR,Read Only,RITM102136,2016-11-14,E10867,
G200697,E11008,GL01,Read Only,RITM101927,2016-11-21,E10575,
G200698,E10238,TMS,Read Only,RITM100446,2016-11-24,E10102,
G200699,E10238,GL01,Standard User,RITM100447,2016-11-24,E10221,
G200700,E10486,LSP,Read Only,RITM100913,2016-11-25,E10246,
G200701,E10930,LSP,Standard User,RITM101788,2016-11-25,E10069,
G200702,E10303,FCR,Read Only,RITM100556,2016-11-28,E10745,
G200703,E10486,GL01,Standard User,RITM100911,2016-11-28,E10380,
G200704,E10486,FCR,Power User,RITM100912,2016-11-29,E10100,
G200705,E10303,TMS,Standard User,RITM100557,2016-11-30,E10966,
G200706,E11059,GL01,Read Only,RITM102012,2016-12-05,E10069,
G200707,E10733,GL01,Read Only,RITM101387,2016-12-06,E10380,
G200708,E10733,LSP,Power User,RITM101388,2016-12-06,E10867,
G200709,E10646,LSP,Standard User,RITM101213,2016-12-07,E11136,2025-06-03
G200710,E11059,FCR,Standard User,RITM102011,2016-12-07,E11032,
G200711,E10734,LSP,Standard User,RITM101389,2016-12-08,E10288,
G200712,E10607,LSP,Power User,RITM101142,2016-12-12,E11003,
G200713,E10256,TMS,Power User,RITM100477,2016-12-14,E10644,
G200714,E10291,LSP,Power User,RITM100536,2016-12-22,E10187,
G200715,E10924,TMS,Standard User,RITM101776,2016-12-28,E10357,
G200716,E11176,LSP,Read Only,RITM102228,2016-12-30,E10102,
G200717,E11195,GL01,Standard User,RITM102265,2017-01-03,E11082,
G200718,E10388,LSP,Read Only,RITM100705,2017-01-04,E10323,2025-11-24
G200719,E10691,TMS,Power User,RITM101316,2017-01-09,E11223,
G200720,E10776,LSP,Read Only,RITM101475,2017-01-09,E10304,2025-09-16
G200721,E10338,GL01,Standard User,RITM100617,2017-01-17,E10831,2025-09-17
G200722,E10338,FCR,Read Only,RITM100618,2017-01-19,E10357,
G200723,E10851,GL01,Standard User,RITM101623,2017-01-19,E10246,
G200724,E10338,TMS,Power User,RITM100616,2017-01-20,E10791,
G200725,E10500,GL01,Standard User,RITM100941,2017-01-23,E10706,
G200726,E10493,FCR,Standard User,RITM100930,2017-01-25,E10357,2025-01-31
G200727,E10500,TMS,Standard User,RITM100942,2017-01-25,E10246,
G200728,E10714,FCR,Standard User,RITM101351,2017-01-25,E11223,
G200729,E10493,TMS,Standard User,RITM100929,2017-01-27,E10179,2025-02-05
G200730,E10714,TMS,Standard User,RITM101350,2017-01-27,E10762,
G200731,E11236,GL01,Read Only,RITM102343,2017-01-31,E10323,2025-09-23
G200732,E10020,GL01,Standard User,RITM100033,2017-02-08,E10981,
G200733,E10453,GL01,Database Administrator,RITM102500,2017-02-08,E10669,2025-12-22
G200734,E10651,LSP,Power User,RITM101224,2017-02-08,E10288,
G200735,E11193,GL01,Read Only,RITM102262,2017-02-08,E10791,
G200736,E10823,TMS,Power User,RITM101575,2017-02-09,E10773,
G200737,E10391,GL01,Standard User,RITM100709,2017-02-10,E10981,
G200738,E10823,GL01,Standard User,RITM101573,2017-02-10,E10716,
G200739,E10823,FCR,Read Only,RITM101574,2017-02-13,E10575,
G200740,E10449,LSP,Standard User,RITM100831,2017-02-15,E10187,
G200741,E10558,LSP,Read Only,RITM101046,2017-02-16,E10603,
G200742,E10402,GL01,Standard User,RITM100735,2017-02-27,E10059,2025-11-04
G200743,E10402,LSP,Read Only,RITM100734,2017-03-01,E10107,2025-10-29
G200744,E10312,LSP,Standard User,RITM100571,2017-03-08,E10289,
G200745,E10346,GL01,Read Only,RITM100628,2017-03-08,E10317,
G200746,E10312,GL01,Standard User,RITM100572,2017-03-09,E10867,
G200747,E10139,LSP,Standard User,RITM100252,2017-03-14,E10650,
G200748,E10429,GL01,Standard User,RITM100792,2017-03-15,E10146,
G200749,E10557,GL01,Standard User,RITM101044,2017-03-16,E11043,
G200750,E10557,TMS,Standard User,RITM101045,2017-03-16,E10664,
G200751,E10722,TMS,Power User,RITM101363,2017-03-23,E10371,
G200752,E10616,FCR,Standard User,RITM101159,2017-03-24,E10762,
G200753,E10711,LSP,Standard User,RITM101346,2017-03-27,E10114,
G200754,E10273,LSP,Standard User,RITM100505,2017-03-28,E10107,
G200755,E10616,GL01,Standard User,RITM101157,2017-03-28,E10059,
G200756,E10616,TMS,Read Only,RITM101158,2017-03-28,E10221,
G200757,E10033,GL01,Read Only,RITM100053,2017-03-29,E10069,
G200758,E10033,LSP,Standard User,RITM100054,2017-03-29,E10083,
G200759,E10882,GL01,Power User,RITM101686,2017-03-29,E10044,
G200760,E10882,LSP,Standard User,RITM101687,2017-03-30,E11138,2025-06-09
G200761,E11123,LSP,Standard User,RITM102125,2017-04-07,E10650,2025-11-12
G200762,E10360,GL01,Standard User,RITM100654,2017-04-10,E10831,
G200763,E10360,LSP,Standard User,RITM100655,2017-04-10,E10348,
G200764,E10360,FCR,Standard User,RITM100656,2017-04-10,E10575,
G200765,E11141,LSP,Standard User,RITM102159,2017-04-14,E10934,
G200766,E11141,GL01,Standard User,RITM102160,2017-04-14,E10380,
G200767,E10369,GL01,Read Only,RITM100674,2017-04-17,E10716,
G200768,E11203,LSP,Standard User,RITM102278,2017-04-20,E10745,2025-10-27
G200769,E10487,GL01,Standard User,RITM100914,2017-04-27,E11136,
G200770,E10487,LSP,Read Only,RITM100915,2017-05-01,E11032,
G200771,E11034,LSP,Standard User,RITM101971,2017-05-08,E10965,
