control_id,exception_id,source_file,source_record_id,employee_id,system_id,reference_id,event_date,required_by,actual_date,days_late,exception_type,status,breach_date,detail,risk_id,severity_score,exception_age_days,priority_score,priority_tier
ITGC-CM-01,EX-CM-01-027,change_log.csv,CHG0030533,E10153,GL01,Normal,2025-11-07,2025-11-07,,,No approver / approval date recorded,Closed,2025-11-07,Normal change 'Add new cost center hierarchy' implemented 2025-11-07 20:15; no approval recorded,R-04,12,84,17.5,Low
ITGC-CM-01,EX-CM-01-028,change_log.csv,CHG0030569,E10285,LSP,Normal,2025-11-25,2025-11-25,2025-11-29,3.0,Approved after implementation,Closed,2025-11-25,Normal change 'Upgrade servicing platform minor release' implemented 2025-11-25 22:30; approved 2025-11-29 16:30 by E10489,R-04,12,66,16.3,Low
ITGC-CM-01,EX-CM-01-029,change_log.csv,CHG0030570,E10727,LSP,Emergency,2025-11-26,2025-12-01,2025-12-10,7.0,Emergency change approved outside 2-BD window,Closed,2025-11-26,Emergency change 'Modify loan boarding field mapping' implemented 2025-11-26 20:30; approved 2025-12-10 11:00 by E11109,R-04,12,65,16.3,Low
ITGC-CM-01,EX-CM-01-030,change_log.csv,CHG0030578,E10469,LSP,Normal,2025-12-02,2025-12-02,2025-12-08,5.0,Approved after implementation,Closed,2025-12-02,Normal change 'Modify loan boarding field mapping' implemented 2025-12-02 19:15; approved 2025-12-08 13:15 by E10259,R-04,12,59,15.9,Low
ITGC-CM-01,EX-CM-01-031,change_log.csv,CHG0030596,E10269,FCR,Normal,2025-12-12,2025-12-12,2025-12-21,8.0,Approved after implementation,Closed,2025-12-12,Normal change 'Patch eliminations report' implemented 2025-12-12 20:15; approved 2025-12-21 14:15 by E10751,R-04,12,49,15.2,Low
ITGC-CM-01,EX-CM-01-032,change_log.csv,CHG0030614,E10788,FCR,Normal,2025-12-24,2025-12-24,,,No approver / approval date recorded,Closed,2025-12-24,Normal change 'Update consolidation mapping for new entity' implemented 2025-12-24 20:15; no approval recorded,R-04,12,37,14.4,Low
ITGC-CM-02,EX-CM-02-001,change_log.csv,CHG0030034,E10269,GL01,Normal,2025-01-28,2025-01-28,,,No documented rollback plan,Closed,2025-01-28,Normal change 'Upgrade GL reporting module' rollback_plan='No',R-05,6,367,18.0,Low
ITGC-CM-02,EX-CM-02-002,change_log.csv,CHG0030097,E10932,LSP,Normal,2025-02-28,2025-02-28,,,No documented rollback plan,Closed,2025-02-28,Normal change 'Modify loan boarding field mapping' rollback_plan='No',R-05,6,336,17.0,Low
ITGC-CM-02,EX-CM-02-003,change_log.csv,CHG0030166,E11240,LSP,Normal,2025-04-03,2025-04-03,,,No documented rollback plan,Closed,2025-04-03,Normal change 'Deploy payment posting hotfix' rollback_plan='N',R-05,6,302,15.9,Low
ITGC-CM-02,EX-CM-02-004,change_log.csv,CHG0030170,E10821,GL01,Normal,2025-04-07,2025-04-07,,,No documented rollback plan,Closed,2025-04-07,Normal change 'Fix FX revaluation rounding' rollback_plan='No',R-05,6,298,15.8,Low
ITGC-CM-02,EX-CM-02-005,change_log.csv,CHG0030240,E10269,LSP,Normal,2025-05-15,2025-05-15,,,No documented rollback plan,Closed,2025-05-15,Normal change 'Adjust interest accrual calculation for ARM loans' rollback_plan='N',R-05,6,260,14.5,Low
ITGC-CM-02,EX-CM-02-006,change_log.csv,CHG0030251,E11161,GL01,Standard,2025-05-23,2025-05-23,,,No documented rollback plan,Closed,2025-05-23,Standard change 'Add new cost center hierarchy' rollback_plan='No',R-05,6,252,14.3,Low
ITGC-CM-02,EX-CM-02-007,change_log.csv,CHG0030269,E10163,FCR,Normal,2025-06-04,2025-06-04,,,No documented rollback plan,Closed,2025-06-04,Normal change 'Update XBRL tagging template' rollback_plan='N',R-05,6,240,13.9,Low
ITGC-CM-02,EX-CM-02-008,change_log.csv,CHG0030349,E10029,GL01,Standard,2025-07-25,2025-07-25,,,No documented rollback plan,Closed,2025-07-25,Standard change 'Modify intercompany elimination rule' rollback_plan='No',R-05,6,189,12.2,Low
ITGC-CM-02,EX-CM-02-009,change_log.csv,CHG0030353,E10821,LSP,Standard,2025-07-29,2025-07-29,,,No documented rollback plan,Closed,2025-07-29,Standard change 'Adjust interest accrual calculation for ARM loans' rollback_plan='N',R-05,6,185,12.1,Low
ITGC-CM-02,EX-CM-02-010,change_log.csv,CHG0030370,E11161,LSP,Standard,2025-08-05,2025-08-05,,,No documented rollback plan,Closed,2025-08-05,Standard change 'Deploy payment posting hotfix' rollback_plan='No',R-05,6,178,11.9,Low
ITGC-CM-02,EX-CM-02-011,change_log.csv,CHG0030387,E10427,TMS,Normal,2025-08-13,2025-08-13,,,No documented rollback plan,Closed,2025-08-13,Normal change 'Modify cash positioning report' rollback_plan='No',R-05,6,170,11.6,Low
ITGC-CM-02,EX-CM-02-012,change_log.csv,CHG0030388,E10345,TMS,Normal,2025-08-13,2025-08-13,,,No documented rollback plan,Closed,2025-08-13,Normal change 'Update bank statement import parser' rollback_plan='N',R-05,6,170,11.6,Low
ITGC-CM-02,EX-CM-02-013,change_log.csv,CHG0030390,E10788,LSP,Normal,2025-08-14,2025-08-14,,,No documented rollback plan,Closed,2025-08-14,Normal change 'Deploy payment posting hotfix' rollback_plan='No',R-05,6,169,11.6,Low
ITGC-CM-02,EX-CM-02-014,change_log.csv,CHG0030395,E10087,LSP,Normal,2025-08-18,2025-08-18,,,No documented rollback plan,Closed,2025-08-18,Normal change 'Change escrow disbursement interface' rollback_plan='No',R-05,6,165,11.4,Low
ITGC-CM-02,EX-CM-02-015,change_log.csv,CHG0030422,E10153,LSP,Standard,2025-09-04,2025-09-04,,,No documented rollback plan,Closed,2025-09-04,Standard change 'Modify loan boarding field mapping' rollback_plan='N',R-05,6,148,10.9,Low
ITGC-CM-02,EX-CM-02-016,change_log.csv,CHG0030424,E10914,LSP,Normal,2025-09-04,2025-09-04,,,No documented rollback plan,Closed,2025-09-04,Normal change 'Adjust interest accrual calculation for ARM loans' rollback_plan='No',R-05,6,148,10.9,Low
ITGC-CM-02,EX-CM-02-017,change_log.csv,CHG0030454,E10163,FCR,Normal,2025-09-24,2025-09-24,,,No documented rollback plan,Closed,2025-09-24,Normal change 'Update XBRL tagging template' rollback_plan='N',R-05,6,128,10.2,Low
ITGC-CM-02,EX-CM-02-018,change_log.csv,CHG0030456,E10990,FCR,Normal,2025-09-24,2025-09-24,,,No documented rollback plan,Closed,2025-09-24,Normal change 'Update XBRL tagging template' rollback_plan='N',R-05,6,128,10.2,Low
ITGC-CM-02,EX-CM-02-019,change_log.csv,CHG0030500,E10076,GL01,Standard,2025-10-20,2025-10-20,,,No documented rollback plan,Closed,2025-10-20,Standard change 'Modify intercompany elimination rule' rollback_plan='No',R-05,6,102,9.4,Low
ITGC-CM-02,EX-CM-02-020,change_log.csv,CHG0030548,E10666,GL01,Normal,2025-11-12,2025-11-12,,,No documented rollback plan,Closed,2025-11-12,Normal change 'Upgrade GL reporting module' rollback_plan='No',R-05,6,79,8.6,Low
ITGC-CM-02,EX-CM-02-021,change_log.csv,CHG0030565,E10642,GL01,Standard,2025-11-24,2025-11-24,,,No documented rollback plan,Closed,2025-11-24,Standard change 'Add new cost center hierarchy' rollback_plan='No',R-05,6,67,8.2,Low
ITGC-CM-02,EX-CM-02-022,change_log.csv,CHG0030579,E10933,LSP,Normal,2025-12-02,2025-12-02,,,No documented rollback plan,Closed,2025-12-02,Normal change 'Change escrow disbursement interface' rollback_plan='No',R-05,6,59,7.9,Low
